firm_id,t,y_1,y_2,tratado,control,cohort
5,16,8.016,43.677,False,True,0
5,17,7.023,41.221,False,True,0
5,18,7.294,41.585,False,True,0
5,19,7.848,37.173,False,True,0
6,0,11.59,41.81,True,False,2
6,1,11.629,45.006,True,False,2
6,2,11.962,45.007,True,False,2
6,3,12.338,47.191,True,False,2
6,4,12.085,41.796,True,False,2
6,5,12.89,44.287,True,False,2
6,6,13.014,45.917,True,False,2
6,7,12.491,46.048,True,False,2
6,8,13.632,49.704,True,False,2
6,9,12.791,46.07,True,False,2
6,10,15.395,49.259,True,False,2
6,11,15.123,51.098,True,False,2
6,12,15.214,49.683,True,False,2
6,13,14.362,47.404,True,False,2
6,14,14.698,50.833,True,False,2
6,15,15.21,55.824,True,False,2
6,16,16.01,50.226,True,False,2
6,17,15.73,51.536,True,False,2
6,18,15.514,52.921,True,False,2
6,19,16.066,52.071,True,False,2
7,6,12.731,44.976,False,False,-1
7,7,12.939,42.847,False,False,-1
7,8,12.973,41.342,False,False,-1
7,9,12.999,40.04,False,False,-1
7,10,12.738,41.441,False,False,-1
7,11,12.802,42.112,False,False,-1
7,12,13.87,41.714,False,False,-1
7,13,13.285,42.089,False,False,-1
7,14,13.373,43.252,False,False,-1
7,15,12.712,40.909,False,False,-1
7,16,12.732,38.79,False,False,-1
7,17,14.51,43.771,False,False,-1
7,18,13.568,39.176,False,False,-1
7,19,12.545,41.294,False,False,-1
8,2,14.761,55.679,True,False,1
8,3,14.36,54.354,True,False,1
8,4,15.291,54.977,True,False,1
8,5,15.736,56.038,True,False,1
8,6,15.775,54.172,True,False,1
8,7,15.99,59.007,True,False,1
8,8,15.156,54.173,True,False,1
8,9,18.409,60.766,True,False,1
8,10,18.543,60.464,True,False,1
8,11,18.668,61.812,True,False,1
8,12,18.17,64.878,True,False,1
8,13,17.96,60.067,True,False,1
8,14,18.017,63.054,True,False,1
8,15,17.558,63.624,True,False,1
8,16,18.171,64.844,True,False,1
8,17,17.344,61.176,True,False,1
8,18,17.798,61.296,True,False,1
8,19,18.865,62.79,True,False,1
9,0,9.595,46.391,False,False,-1
9,1,9.947,49.933,False,False,-1
9,2,9.886,49.921,False,False,-1
9,3,9.941,53.078,False,False,-1
9,4,9.85,48.594,False,False,-1
9,5,9.616,47.344,False,False,-1
9,6,9.471,47.831,False,False,-1
9,7,10.158,50.477,False,False,-1
9,8,10.319,48.477,False,False,-1
9,9,10.843,51.687,False,False,-1
9,10,10.413,49.102,False,False,-1
9,11,10.867,50.984,False,False,-1
9,12,9.969,50.672,False,False,-1
9,13,10.924,49.209,False,False,-1
9,14,10.988,48.299,False,False,-1
9,15,11.661,53.904,False,False,-1
9,16,10.967,52.335,False,False,-1
9,17,9.988,49.495,False,False,-1
9,18,11.146,49.864,False,False,-1
9,19,11.75,56.203,False,False,-1
10,5,8.264,45.848,False,True,1
10,6,7.636,43.323,False,True,1
10,7,9.257,39.722,False,True,1
10,8,7.806,42.378,False,True,1
10,9,8.286,45.051,False,True,1
10,10,8.768,40.075,False,True,1
10,11,9.004,42.67,False,True,1
10,12,9.484,42.77,False,True,1
10,13,8.628,45.308,False,True,1
10,14,9.428,45.322,False,True,1
10,15,8.304,45.701,False,True,1
10,16,8.73,45.296,False,True,1
10,17,8.635,45.918,False,True,1
10,18,9.043,42.66,False,True,1
10,19,9.904,45.909,False,True,1
11,9,9.452,66.376,False,False,-1
11,10,9.907,65.272,False,False,-1
11,11,10.108,65.645,False,False,-1
11,12,9.766,69.637,False,False,-1
11,13,9.552,62.286,False,False,-1
11,14,10.978,72.41,False,False,-1
11,15,10.069,63.638,False,False,-1
11,16,10.217,67.139,False,False,-1
11,17,10.377,65.685,False,False,-1
11,18,10.862,69.161,False,False,-1
11,19,9.925,69.71,False,False,-1
12,7,14.637,52.836,True,False,2
12,8,15.213,49.858,True,False,2
12,9,15.088,52.739,True,False,2
12,10,18.029,58.371,True,False,2
12,11,18.039,56.712,True,False,2
12,12,17.599,59.758,True,False,2
12,13,16.971,59.674,True,False,2
12,14,18.112,58.872,True,False,2
12,15,16.759,59.684,True,False,2
12,16,17.254,59.235,True,False,2
12,17,17.765,56.708,True,False,2
12,18,17.098,61.284,True,False,2
12,19,17.744,55.39,True,False,2
13,7,11.913,51.49,False,False,-1
13,8,12.788,55.022,False,False,-1
13,9,13.661,55.364,False,False,-1
13,10,12.764,54.39,False,False,-1
13,11,13.078,56.174,False,False,-1
13,12,13.396,54.081,False,False,-1
13,13,12.652,54.365,False,False,-1
13,14,13.365,58.52,False,False,-1
13,15,12.84,54.874,False,False,-1
13,16,13.327,55.432,False,False,-1
13,17,13.746,51.62,False,False,-1
13,18,12.956,54.759,False,False,-1
13,19,12.31,54.596,False,False,-1
14,7,9.426,48.899,False,False,-1
14,8,8.454,49.475,False,False,-1
14,9,9.594,47.837,False,False,-1
14,10,8.714,51.106,False,False,-1
14,11,9.159,51.484,False,False,-1
14,12,9.363,51.792,False,False,-1
14,13,8.952,50.565,False,False,-1
14,14,9.464,48.357,False,False,-1
14,15,8.888,52.36,False,False,-1
14,16,9.594,49.144,False,False,-1
14,17,9.822,53.645,False,False,-1
14,18,8.829,48.596,False,False,-1
14,19,9.608,54.711,False,False,-1
15,7,10.695,56.834,False,True,1
15,8,11.589,59.39,False,True,1
15,9,11.74,59.098,False,True,1
15,10,11.704,59.989,False,True,1
15,11,12.054,61.487,False,True,1
15,12,10.955,55.579,False,True,1
15,13,12.366,62.649,False,True,1
15,14,11.455,56.754,False,True,1
15,15,12.115,62.535,False,True,1
15,16,13.064,61.906,False,True,1
15,17,12.079,59.287,False,True,1
15,18,12.371,60.675,False,True,1
15,19,11.958,65.571,False,True,1
16,5,13.61,64.071,True,False,1
16,6,14.49,63.446,True,False,1
16,7,14.895,64.031,True,False,1
16,8,14.74,64.234,True,False,1
16,9,16.641,64.593,True,False,1
16,10,16.612,67.248,True,False,1
16,11,16.03,71.924,True,False,1
16,12,17.635,71.479,True,False,1
16,13,16.998,71.662,True,False,1
16,14,16.976,69.566,True,False,1
16,15,16.524,70.154,True,False,1
16,16,17.201,66.955,True,False,1
16,17,17.245,69.601,True,False,1
16,18,18.269,71.749,True,False,1
16,19,17.476,70.658,True,False,1
17,1,9.647,47.869,False,True,2
17,2,9.915,45.87,False,True,2
17,3,10.644,49.353,False,True,2
17,4,9.595,48.525,False,True,2
17,5,11.086,51.089,False,True,2
17,6,11.201,49.249,False,True,2
17,7,10.366,47.203,False,True,2
17,8,11.061,50.329,False,True,2
17,9,11.632,51.971,False,True,2
17,10,11.022,47.482,False,True,2
17,11,11.029,50.605,False,True,2
17,12,11.187,49.215,False,True,2
17,13,11.515,49.563,False,True,2
17,14,11.174,51.394,False,True,2
17,15,11.387,51.459,False,True,2
17,16,11.825,48.892,False,True,2
17,17,11.548,54.246,False,True,2
17,18,11.307,47.338,False,True,2
17,19,11.058,51.829,False,True,2
18,8,11.469,45.078,False,False,-1
18,9,11.16,53.747,False,False,-1
18,10,10.498,50.064,False,False,-1
18,11,10.785,49.235,False,False,-1
18,12,11.099,54.079,False,False,-1
18,13,12.281,50.752,False,False,-1
18,14,12.414,51.695,False,False,-1
18,15,12.439,51.637,False,False,-1
18,16,11.727,52.755,False,False,-1
18,17,13.351,53.926,False,False,-1
18,18,11.508,54.362,False,False,-1
18,19,11.781,51.644,False,False,-1
19,4,12.356,51.139,False,True,0
19,5,12.485,52.161,False,True,0
19,6,11.449,52.844,False,True,0
19,7,12.026,48.826,False,True,0
19,8,12.588,52.079,False,True,0
19,9,12.37,53.773,False,True,0
19,10,12.146,51.497,False,True,0
19,11,12.625,52.418,False,True,0
19,12,13.157,50.695,False,True,0
19,13,13.479,53.037,False,True,0
19,14,12.271,49.194,False,True,0
19,15,13.311,52.869,False,True,0
19,16,13.365,53.455,False,True,0
19,17,13.63,55.606,False,True,0
19,18,13.062,51.567,False,True,0
19,19,13.171,54.689,False,True,0
20,5,11.739,43.279,False,False,-1
20,6,12.673,45.771,False,False,-1
20,7,12.986,47.164,False,False,-1
20,8,13.134,49.385,False,False,-1
20,9,13.052,45.762,False,False,-1
20,10,13.729,44.615,False,False,-1
20,11,13.785,48.092,False,False,-1
20,12,13.616,51.263,False,False,-1
20,13,13.479,52.407,False,False,-1
20,14,13.777,45.933,False,False,-1
20,15,14.025,46.534,False,False,-1
20,16,13.714,49.681,False,False,-1
20,17,14.468,47.842,False,False,-1
20,18,14.784,51.602,False,False,-1
20,19,15.108,50.545,False,False,-1
21,3,12.868,30.058,False,False,-1
21,4,13.186,30.849,False,False,-1
21,5,13.144,35.956,False,False,-1
21,6,13.242,33.22,False,False,-1
21,7,13.311,32.743,False,False,-1
21,8,13.53,33.689,False,False,-1
21,9,14.21,36.287,False,False,-1
21,10,13.882,34.371,False,False,-1
21,11,13.251,33.216,False,False,-1
21,12,14.397,35.324,False,False,-1
21,13,14.133,35.565,False,False,-1
21,14,14.372,36.393,False,False,-1
21,15,14.372,33.481,False,False,-1
21,16,14.495,28.531,False,False,-1
21,17,14.618,27.295,False,False,-1
21,18,13.665,35.696,False,False,-1
21,19,14.866,32.667,False,False,-1
22,1,8.434,68.391,False,True,1
22,2,8.775,64.921,False,True,1
22,3,9.684,64.567,False,True,1
22,4,8.475,64.286,False,True,1
22,5,9.058,61.976,False,True,1
22,6,9.048,63.421,False,True,1
22,7,9.738,65.175,False,True,1
22,8,9.234,65.093,False,True,1
22,9,9.587,66.739,False,True,1
22,10,9.076,63.622,False,True,1
22,11,10.228,65.081,False,True,1
22,12,9.067,66.993,False,True,1
22,13,10.107,63.244,False,True,1
22,14,10.091,67.977,False,True,1
22,15,10.263,67.969,False,True,1
22,16,9.474,67.567,False,True,1
22,17,10.124,66.14,False,True,1
22,18,10.811,70.264,False,True,1
22,19,11.373,70.135,False,True,1
23,9,11.064,55.57,False,False,-1
23,10,10.846,57.175,False,False,-1
23,11,10.851,54.269,False,False,-1
23,12,10.773,57.195,False,False,-1
23,13,11.082,56.808,False,False,-1
23,14,11.516,55.578,False,False,-1
23,15,11.659,57.285,False,False,-1
23,16,10.763,59.612,False,False,-1
23,17,11.23,53.617,False,False,-1
23,18,11.058,55.085,False,False,-1
23,19,11.707,56.78,False,False,-1
24,7,10.196,58.229,True,False,1
24,8,10.331,59.029,True,False,1
24,9,11.172,62.268,True,False,1
24,10,11.236,63.269,True,False,1
24,11,12.424,65.488,True,False,1
24,12,13.12,64.003,True,False,1
24,13,12.376,64.767,True,False,1
24,14,12.462,63.994,True,False,1
24,15,13.319,63.081,True,False,1
24,16,13.329,65.752,True,False,1
24,17,12.549,66.545,True,False,1
24,18,13.476,65.001,True,False,1
24,19,12.845,63.279,True,False,1
25,6,9.047,57.501,True,False,2
25,7,9.004,56.418,True,False,2
25,8,9.779,61.916,True,False,2
25,9,9.136,60.17,True,False,2
25,10,12.0,63.248,True,False,2
25,11,12.084,63.515,True,False,2
25,12,12.048,65.734,True,False,2
25,13,11.996,65.29,True,False,2
25,14,12.002,63.105,True,False,2
25,15,11.889,64.336,True,False,2
25,16,13.247,63.471,True,False,2
25,17,12.526,61.597,True,False,2
25,18,12.61,60.84,True,False,2
25,19,12.368,64.68,True,False,2
26,4,12.745,81.763,True,False,0
26,5,13.26,78.79,True,False,0
26,6,13.454,79.416,True,False,0
26,7,13.393,78.675,True,False,0
26,8,14.739,81.605,True,False,0
26,9,15.865,84.339,True,False,0
26,10,15.34,85.109,True,False,0
26,11,16.135,85.653,True,False,0
26,12,15.51,87.945,True,False,0
26,13,16.728,86.681,True,False,0
26,14,16.525,88.376,True,False,0
26,15,16.703,87.32,True,False,0
26,16,16.537,87.331,True,False,0
26,17,15.789,87.894,True,False,0
26,18,15.76,85.103,True,False,0
26,19,17.19,88.573,True,False,0
27,8,13.199,48.402,False,True,1
27,9,13.926,49.241,False,True,1
27,10,14.542,48.561,False,True,1
27,11,14.251,47.506,False,True,1
27,12,14.4,49.689,False,True,1
27,13,13.9,49.412,False,True,1
27,14,14.283,49.543,False,True,1
27,15,15.36,50.086,False,True,1
27,16,14.453,46.288,False,True,1
27,17,14.228,50.157,False,True,1
27,18,14.432,53.647,False,True,1
27,19,14.792,53.66,False,True,1
28,5,10.579,51.38,False,True,2
28,6,11.583,46.933,False,True,2
28,7,9.823,50.686,False,True,2
28,8,10.931,53.352,False,True,2
28,9,11.26,51.404,False,True,2
28,10,11.633,54.433,False,True,2
28,11,11.315,54.498,False,True,2
28,12,11.46,51.649,False,True,2
28,13,11.772,53.194,False,True,2
28,14,11.524,56.118,False,True,2
28,15,10.398,50.537,False,True,2
28,16,11.13,52.846,False,True,2
28,17,11.696,50.758,False,True,2
28,18,11.431,52.251,False,True,2
28,19,13.252,57.776,False,True,2
29,4,9.002,43.348,True,False,2
29,5,9.618,45.368,True,False,2
29,6,9.734,44.364,True,False,2
29,7,9.496,48.061,True,False,2
29,8,10.16,48.799,True,False,2
29,9,9.416,49.874,True,False,2
29,10,11.776,54.63,True,False,2
29,11,12.271,50.811,True,False,2
29,12,12.218,54.495,True,False,2
29,13,12.783,53.682,True,False,2
29,14,13.342,56.179,True,False,2
29,15,12.548,55.864,True,False,2
29,16,13.743,58.485,True,False,2
29,17,12.263,52.911,True,False,2
29,18,13.719,52.848,True,False,2
29,19,12.415,54.192,True,False,2
30,4,10.915,48.428,True,False,2
30,5,10.984,48.217,True,False,2
30,6,12.581,50.771,True,False,2
30,7,11.984,49.398,True,False,2
30,8,11.547,49.149,True,False,2
30,9,10.415,48.02,True,False,2
30,10,12.935,51.476,True,False,2
30,11,13.343,58.826,True,False,2
30,12,14.018,58.957,True,False,2
30,13,14.346,58.141,True,False,2
30,14,13.79,57.824,True,False,2
30,15,14.705,55.823,True,False,2
30,16,14.72,58.308,True,False,2
30,17,14.266,55.13,True,False,2
30,18,14.048,57.749,True,False,2
30,19,14.904,56.191,True,False,2
31,2,10.562,59.209,False,False,-1
31,3,10.992,54.303,False,False,-1
31,4,11.295,55.443,False,False,-1
31,5,11.076,56.841,False,False,-1
31,6,10.447,53.29,False,False,-1
31,7,10.667,53.987,False,False,-1
31,8,11.337,60.339,False,False,-1
31,9,10.555,58.109,False,False,-1
31,10,10.69,56.448,False,False,-1
31,11,11.54,57.828,False,False,-1
31,12,12.123,57.141,False,False,-1
31,13,11.853,58.5,False,False,-1
31,14,11.851,57.611,False,False,-1
31,15,11.528,58.474,False,False,-1
31,16,11.235,60.23,False,False,-1
31,17,12.078,60.292,False,False,-1
31,18,12.622,62.204,False,False,-1
31,19,11.766,60.251,False,False,-1
32,0,8.453,53.474,False,False,-1
32,1,9.035,49.997,False,False,-1
32,2,9.55,46.292,False,False,-1
32,3,8.046,52.425,False,False,-1
32,4,9.183,51.534,False,False,-1
32,5,8.59,51.187,False,False,-1
32,6,10.355,53.082,False,False,-1
32,7,9.538,50.755,False,False,-1
32,8,9.356,47.575,False,False,-1
32,9,9.782,53.725,False,False,-1
32,10,8.965,50.911,False,False,-1
32,11,9.274,50.503,False,False,-1
32,12,9.98,48.465,False,False,-1
32,13,10.36,54.341,False,False,-1
32,14,10.027,48.072,False,False,-1
32,15,9.755,55.699,False,False,-1
32,16,8.964,52.739,False,False,-1
32,17,9.863,55.243,False,False,-1
32,18,10.215,54.641,False,False,-1
32,19,10.936,57.706,False,False,-1
33,5,9.352,57.141,True,False,1
33,6,9.814,53.839,True,False,1
33,7,10.283,52.035,True,False,1
33,8,10.509,57.295,True,False,1
33,9,12.641,57.383,True,False,1
33,10,12.532,62.245,True,False,1
33,11,11.755,58.811,True,False,1
33,12,13.232,61.701,True,False,1
33,13,13.1,65.079,True,False,1
33,14,13.228,62.876,True,False,1
33,15,14.449,61.333,True,False,1
33,16,12.795,62.816,True,False,1
33,17,13.514,61.107,True,False,1
33,18,12.878,66.98,True,False,1
33,19,13.658,61.096,True,False,1
34,8,12.505,51.633,False,True,0
34,9,12.086,51.414,False,True,0
34,10,13.788,51.841,False,True,0
34,11,12.744,50.094,False,True,0
34,12,12.827,50.801,False,True,0
34,13,12.943,53.341,False,True,0
34,14,12.365,53.433,False,True,0
34,15,13.142,52.662,False,True,0
34,16,12.868,54.766,False,True,0
34,17,14.155,54.228,False,True,0
34,18,12.874,54.167,False,True,0
34,19,13.934,49.498,False,True,0
35,0,10.229,54.0,False,True,2
35,1,10.197,56.793,False,True,2
35,2,10.764,48.311,False,True,2
35,3,10.093,53.916,False,True,2
35,4,9.475,54.634,False,True,2
35,5,11.076,52.472,False,True,2
35,6,10.72,53.014,False,True,2
35,7,10.315,58.0,False,True,2
35,8,10.48,56.17,False,True,2
35,9,9.916,59.17,False,True,2
35,10,11.253,55.28,False,True,2
35,11,11.339,53.026,False,True,2
35,12,11.743,55.397,False,True,2
35,13,11.149,55.262,False,True,2
35,14,11.061,57.835,False,True,2
35,15,11.579,57.949,False,True,2
35,16,11.547,57.872,False,True,2
35,17,11.442,61.505,False,True,2
35,18,10.967,59.767,False,True,2
35,19,12.535,55.741,False,True,2
36,8,15.744,61.611,False,True,1
36,9,15.25,61.336,False,True,1
36,10,15.654,64.757,False,True,1
36,11,15.649,60.332,False,True,1
36,12,16.071,64.197,False,True,1
36,13,16.086,64.046,False,True,1
36,14,15.723,60.897,False,True,1
36,15,15.524,59.684,False,True,1
36,16,16.177,62.988,False,True,1
36,17,15.939,57.444,False,True,1
36,18,15.635,65.797,False,True,1
36,19,16.026,64.476,False,True,1
37,8,7.947,66.567,False,False,-1
37,9,9.282,69.22,False,False,-1
37,10,8.065,65.201,False,False,-1
37,11,8.156,67.607,False,False,-1
37,12,8.366,65.997,False,False,-1
37,13,9.252,66.759,False,False,-1
37,14,9.768,67.369,False,False,-1
37,15,9.611,68.102,False,False,-1
37,16,9.3,66.138,False,False,-1
37,17,8.492,68.706,False,False,-1
37,18,9.513,68.068,False,False,-1
37,19,8.475,65.467,False,False,-1
38,2,7.4,34.974,False,True,1
38,3,7.439,28.403,False,True,1
38,4,7.45,32.798,False,True,1
38,5,8.694,30.41,False,True,1
38,6,7.55,36.935,False,True,1
38,7,8.071,34.85,False,True,1
38,8,8.003,34.584,False,True,1
38,9,8.435,32.505,False,True,1
38,10,8.585,31.578,False,True,1
38,11,8.41,34.881,False,True,1
38,12,8.038,34.678,False,True,1
38,13,8.134,32.78,False,True,1
38,14,8.369,32.916,False,True,1
38,15,8.807,33.024,False,True,1
38,16,9.102,33.161,False,True,1
38,17,8.563,34.475,False,True,1
38,18,9.608,36.584,False,True,1
38,19,8.94,37.121,False,True,1
39,6,7.384,51.033,False,True,0
39,7,6.52,52.065,False,True,0
39,8,7.033,47.174,False,True,0
39,9,5.844,51.789,False,True,0
39,10,6.428,54.193,False,True,0
39,11,6.728,47.9,False,True,0
39,12,6.352,46.469,False,True,0
39,13,6.969,51.792,False,True,0
39,14,6.973,54.526,False,True,0
39,15,7.885,52.228,False,True,0
39,16,6.318,54.003,False,True,0
39,17,7.763,53.587,False,True,0
39,18,8.076,50.839,False,True,0
39,19,8.69,51.45,False,True,0
40,1,11.133,36.359,False,True,2
40,2,11.568,35.206,False,True,2
40,3,11.917,33.517,False,True,2
40,4,12.58,33.453,False,True,2
40,5,11.108,32.52,False,True,2
40,6,12.374,35.118,False,True,2
40,7,11.415,33.078,False,True,2
40,8,12.008,33.996,False,True,2
40,9,11.71,33.67,False,True,2
40,10,12.134,36.67,False,True,2
40,11,13.003,35.035,False,True,2
40,12,12.502,35.806,False,True,2
40,13,12.39,33.433,False,True,2
40,14,12.428,34.657,False,True,2
40,15,12.417,36.451,False,True,2
40,16,13.463,33.152,False,True,2
40,17,13.211,36.087,False,True,2
40,18,13.469,36.701,False,True,2
40,19,12.672,34.402,False,True,2
41,7,9.652,62.379,False,False,-1
41,8,11.454,61.582,False,False,-1
41,9,11.234,60.682,False,False,-1
41,10,10.999,59.046,False,False,-1
41,11,9.987,64.373,False,False,-1
41,12,10.766,61.777,False,False,-1
41,13,10.666,60.068,False,False,-1
41,14,11.372,61.629,False,False,-1
41,15,11.748,64.193,False,False,-1
41,16,11.819,63.965,False,False,-1
41,17,12.548,61.553,False,False,-1
41,18,11.831,66.153,False,False,-1
41,19,12.591,61.244,False,False,-1
42,7,10.329,65.372,False,True,1
42,8,10.066,64.414,False,True,1
42,9,10.419,64.876,False,True,1
42,10,10.354,65.738,False,True,1
42,11,10.136,66.845,False,True,1
42,12,12.032,62.427,False,True,1
42,13,10.837,64.661,False,True,1
42,14,11.064,66.474,False,True,1
42,15,11.256,68.932,False,True,1
42,16,11.071,69.045,False,True,1
42,17,9.903,70.162,False,True,1
42,18,11.363,69.337,False,True,1
42,19,10.665,65.72,False,True,1
43,3,10.733,52.599,False,False,-1
43,4,9.809,52.577,False,False,-1
43,5,10.796,50.422,False,False,-1
43,6,10.156,52.036,False,False,-1
43,7,9.785,52.526,False,False,-1
43,8,10.346,51.537,False,False,-1
43,9,11.132,53.969,False,False,-1
43,10,11.203,50.441,False,False,-1
43,11,11.139,54.575,False,False,-1
43,12,11.76,51.458,False,False,-1
43,13,11.474,49.295,False,False,-1
43,14,11.886,49.11,False,False,-1
43,15,12.168,53.087,False,False,-1
43,16,13.085,50.829,False,False,-1
43,17,11.941,56.826,False,False,-1
43,18,12.688,52.037,False,False,-1
43,19,12.304,53.634,False,False,-1
44,0,10.519,39.817,False,False,-1
44,1,10.731,44.113,False,False,-1
44,2,10.65,40.183,False,False,-1
44,3,11.358,44.342,False,False,-1
44,4,10.601,43.252,False,False,-1
44,5,10.314,41.962,False,False,-1
44,6,10.895,46.67,False,False,-1
44,7,10.944,45.694,False,False,-1
44,8,11.095,45.109,False,False,-1
44,9,11.393,46.559,False,False,-1
44,10,11.297,41.868,False,False,-1
44,11,10.973,44.149,False,False,-1
44,12,11.139,46.234,False,False,-1
44,13,11.631,50.362,False,False,-1
44,14,11.095,46.22,False,False,-1
44,15,11.5,45.026,False,False,-1
44,16,12.235,41.562,False,False,-1
44,17,12.382,50.219,False,False,-1
44,18,12.137,47.133,False,False,-1
44,19,12.976,46.485,False,False,-1
45,9,10.059,28.816,False,True,0
45,10,9.332,29.496,False,True,0
45,11,9.646,28.386,False,True,0
45,12,10.341,26.966,False,True,0
45,13,10.662,27.047,False,True,0
45,14,9.907,33.889,False,True,0
45,15,10.902,30.438,False,True,0
45,16,9.968,29.384,False,True,0
45,17,10.575,30.718,False,True,0
45,18,10.593,30.781,False,True,0
45,19,10.631,28.159,False,True,0
46,4,8.683,59.567,True,False,0
46,5,9.057,60.369,True,False,0
46,6,9.373,63.301,True,False,0
46,7,9.92,57.923,True,False,0
46,8,12.103,64.197,True,False,0
46,9,11.578,66.574,True,False,0
46,10,11.721,67.932,True,False,0
46,11,11.68,65.108,True,False,0
46,12,11.839,65.415,True,False,0
46,13,12.817,68.004,True,False,0
46,14,13.222,71.482,True,False,0
46,15,11.952,67.287,True,False,0
46,16,11.979,65.791,True,False,0
46,17,12.352,65.432,True,False,0
46,18,12.241,67.458,True,False,0
46,19,12.259,69.63,True,False,0
47,8,8.739,79.84,True,False,1
47,9,10.417,88.308,True,False,1
47,10,11.724,85.69,True,False,1
47,11,10.591,85.717,True,False,1
47,12,10.804,88.42,True,False,1
47,13,11.869,85.887,True,False,1
47,14,10.346,83.929,True,False,1
47,15,12.008,88.521,True,False,1
47,16,12.319,83.112,True,False,1
47,17,12.015,88.527,True,False,1
47,18,11.135,86.68,True,False,1
47,19,12.201,86.294,True,False,1
48,6,6.732,47.647,False,False,-1
48,7,6.714,47.257,False,False,-1
48,8,7.076,49.228,False,False,-1
48,9,7.043,47.724,False,False,-1
48,10,7.342,44.901,False,False,-1
48,11,7.634,48.942,False,False,-1
48,12,7.516,51.064,False,False,-1
48,13,6.619,45.395,False,False,-1
48,14,7.833,49.529,False,False,-1
48,15,7.881,48.819,False,False,-1
48,16,8.228,51.808,False,False,-1
48,17,8.238,49.621,False,False,-1
48,18,7.042,51.881,False,False,-1
48,19,8.807,51.832,False,False,-1
49,7,9.371,61.256,True,False,2
49,8,8.603,57.885,True,False,2
49,9,9.514,58.653,True,False,2
49,10,10.682,64.567,True,False,2
49,11,11.63,64.114,True,False,2
49,12,11.551,63.621,True,False,2
49,13,12.28,62.537,True,False,2
49,14,11.347,64.56,True,False,2
49,15,12.18,61.743,True,False,2
49,16,11.186,60.862,True,False,2
49,17,11.957,62.901,True,False,2
49,18,11.848,66.661,True,False,2
49,19,11.82,66.001,True,False,2
50,7,10.339,56.737,True,False,0
50,8,12.117,65.409,True,False,0
50,9,12.498,60.727,True,False,0
50,10,12.729,61.552,True,False,0
